domain,host,project,is_valid_host,is_bad_host,reason_if_bad,sitemap_url,sitemap_url_count,indexable_url_count,canonical_mode,robots_status,yandex_webmaster_status,google_search_console_status,indexnow_eligible,recrawl_eligible,metrika_counter,lead_forms_present,monetization_slots_present,priority_score
dveri-stalnye24.ru,rnd.dveri-stalnye24.ru,"dveri (стальные двери) · rnd",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://rnd.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,rnd.kamin-zakaz24.ru,"kamin (камины/печи) · rnd",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://rnd.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,rnd.kupeshkafy24.ru,"shkafy (шкафы-купе) · rnd",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://rnd.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,rnd.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · rnd",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://rnd.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,rnd.okna-pvh-online.ru,"okna-pvh-online.ru · rnd",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://rnd.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,rnd.perevodkvartiry.ru,"perevodkvartiry.ru · rnd",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://rnd.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,sam.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · sam",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://sam.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,sam.dveri-stalnye24.ru,"dveri (стальные двери) · sam",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://sam.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,sam.kamin-zakaz24.ru,"kamin (камины/печи) · sam",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://sam.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,sam.kupeshkafy24.ru,"shkafy (шкафы-купе) · sam",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://sam.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,sam.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · sam",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://sam.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,sam.okna-pvh-online.ru,"okna-pvh-online.ru · sam",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://sam.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,sam.perevodkvartiry.ru,"perevodkvartiry.ru · sam",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://sam.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,spb.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · spb",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://spb.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,spb.dveri-stalnye24.ru,"dveri (стальные двери) · spb",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://spb.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,spb.kamin-zakaz24.ru,"kamin (камины/печи) · spb",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://spb.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,spb.kupeshkafy24.ru,"shkafy (шкафы-купе) · spb",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://spb.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,spb.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · spb",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://spb.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,spb.okna-pvh-online.ru,"okna-pvh-online.ru · spb",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://spb.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,spb.perevodkvartiry.ru,"perevodkvartiry.ru · spb",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://spb.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,tyumen.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · tyumen",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://tyumen.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,tyumen.dveri-stalnye24.ru,"dveri (стальные двери) · tyumen",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://tyumen.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,tyumen.kamin-zakaz24.ru,"kamin (камины/печи) · tyumen",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://tyumen.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,tyumen.kupeshkafy24.ru,"shkafy (шкафы-купе) · tyumen",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://tyumen.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,tyumen.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · tyumen",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://tyumen.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,tyumen.okna-pvh-online.ru,"okna-pvh-online.ru · tyumen",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://tyumen.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,tyumen.perevodkvartiry.ru,"perevodkvartiry.ru · tyumen",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://tyumen.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,ufa.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · ufa",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://ufa.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,ufa.dveri-stalnye24.ru,"dveri (стальные двери) · ufa",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://ufa.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,ufa.kamin-zakaz24.ru,"kamin (камины/печи) · ufa",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://ufa.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,ufa.kupeshkafy24.ru,"shkafy (шкафы-купе) · ufa",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://ufa.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,ufa.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · ufa",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://ufa.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,ufa.okna-pvh-online.ru,"okna-pvh-online.ru · ufa",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://ufa.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,ufa.perevodkvartiry.ru,"perevodkvartiry.ru · ufa",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://ufa.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,vlg.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · vlg",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://vlg.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,vlg.dveri-stalnye24.ru,"dveri (стальные двери) · vlg",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://vlg.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,vlg.kamin-zakaz24.ru,"kamin (камины/печи) · vlg",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://vlg.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,vlg.kupeshkafy24.ru,"shkafy (шкафы-купе) · vlg",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://vlg.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,vlg.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · vlg",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://vlg.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,vlg.okna-pvh-online.ru,"okna-pvh-online.ru · vlg",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://vlg.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,vlg.perevodkvartiry.ru,"perevodkvartiry.ru · vlg",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://vlg.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,vrn.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · vrn",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://vrn.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,vrn.dveri-stalnye24.ru,"dveri (стальные двери) · vrn",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://vrn.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,vrn.kamin-zakaz24.ru,"kamin (камины/печи) · vrn",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://vrn.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,vrn.kupeshkafy24.ru,"shkafy (шкафы-купе) · vrn",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://vrn.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,vrn.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · vrn",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://vrn.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,vrn.okna-pvh-online.ru,"okna-pvh-online.ru · vrn",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://vrn.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,vrn.perevodkvartiry.ru,"perevodkvartiry.ru · vrn",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://vrn.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
